"source","destination","freezing_time(us)","frozen_time(us)","memory_dump_time(us)","memory_write_time(us)","irmap_resolve_time(us)","memory_pages_scanned(dec)","memory_pages_skipped_from_parent(dec)","memory_pages_written(dec)","lazy_memory_pages(dec)","pages_compared(dec)","pages_skipped_cow(dec)","pages_restored(dec)","restore_time(us)","forking_time(us)","start_checkpoint","end_checkpoint","start_restore","end_restore","migration_success"
"c5.large","m5a.large","102","774911","17807","317","0","2173","0","125","0","0","0","125","32328","8","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T15:03:35","2023-11-10T15:03:51","false"
"h1.2xlarge","h1.8xlarge","164","799107","18376","410","0","2173","0","126","0","0","0","126","36008","6","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:37:19","2023-11-10T14:37:36","true"
"x1e.8xlarge","c5.9xlarge","179","794123","11088","498","0","2173","0","126","0","0","0","126","24367","10","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:55:28","2023-11-10T14:55:44","true"
"c5a.large","h1.8xlarge","150","169503","22438","511","0","2173","0","126","0","0","0","126","37326","5","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:32:32","2023-11-10T14:32:47","false"
"r4.16xlarge","c5d.9xlarge","179","814203","12166","485","0","2173","0","127","0","0","0","127","26951","10","2023-11-10T14:26:42","2023-11-10T14:26:51","2023-11-10T15:00:21","2023-11-10T15:00:36","true"
"c6i.large","m5a.2xlarge","75","773855","16056","254","0","2173","0","127","0","0","0","127","35210","9","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T15:01:58","2023-11-10T15:02:14","false"
"c6a.large","m5a.large","130","777900","18054","395","0","2173","0","127","0","0","0","127","34514","8","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:34:08","2023-11-10T14:34:24","true"
"c4.8xlarge","m5a.8xlarge","161","800114","10987","401","0","2173","0","126","0","0","0","126","31257","8","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:50:59","2023-11-10T14:51:15","true"
"c5a.24xlarge","m5a.8xlarge","280","787018","12822","477","0","2173","0","125","0","0","0","125","35706","8","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:47:46","2023-11-10T14:48:01","true"
"m5a.large","c6i.large","273","756642","15957","654","0","2173","0","127","0","0","0","127","21336","3","2023-11-10T14:26:42","2023-11-10T14:26:51","2023-11-10T14:27:29","2023-11-10T14:27:46","true"
"c5a.large","c6a.large","150","169503","22438","511","0","2173","0","126","0","0","0","126","28390","5","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:32:32","2023-11-10T14:32:47","true"
"c5a.24xlarge","h1.16xlarge","280","787018","12822","477","0","2173","0","125","0","0","0","125","36615","6","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:47:46","2023-11-10T14:48:01","false"
"i3.large","m5a.8xlarge","337","191661","9868","449","0","2173","0","125","0","0","0","125","31833","8","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:42:03","2023-11-10T14:46:24","false"
"c5d.9xlarge","m5n.large","149","797282","12214","351","0","2173","0","126","0","0","0","126","24398","5","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T15:10:05","2023-11-10T15:10:20","true"
"m5a.8xlarge","m4.large","221","812363","10990","658","0","2173","0","126","0","0","0","126","37060","8","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:30:56","2023-11-10T14:31:11","false"
"c4.8xlarge","m5zn.6xlarge","161","800114","10987","401","0","2173","0","126","0","0","0","126","36141","10","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:50:59","2023-11-10T14:51:15","true"
"c5d.9xlarge","h1.2xlarge","149","797282","12214","351","0","2173","0","126","0","0","0","126","30069","7","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T15:10:05","2023-11-10T15:10:20","false"
